Category,Message
ham,japanese proverb if one can do it u too can do it if none can do itu must do it indian version if one can do it let him do it if none can do itleave it and finally kerala version if one can do it stop him doing it if none can do it make a strike against it 
ham,sorry me going home first daddy come fetch  later
ham,thanx
ham,kkfrom tomorrow onwards started ah
ham,where are you call me
ham,no i meant the calculation is the same that  ltgt units at  ltgt  this school is really expensive have you started practicing your accent because its important and have you decided if you are doing 4years of dental school or if youll just do the nmde exam
ham,look at the fuckin time what the fuck you think is up
spam,22 146tf150p
ham,sorry i missed you babe i was up late and slept in i hope you enjoy your driving lesson boytoy i miss you too  teasing kiss
ham,aathiwhere are you dear
spam,six chances to win cash from 100 to 20000 pounds txt csh11 and send to 87575 cost 150pday 6days 16 tsandcs apply reply hl 4 info
ham,boooo you always work just quit
ham,sorry brah just finished the last of my exams what up
ham,tick tick tick  babe
ham,thank you so much when we skyped wit kz and sura we didnt get the pleasure of your company hope you are good weve given you ultimatum oh we are countin down to aburo enjoy this is the message i sent days ago
ham,saw guys and dolls last night with patrick swayze it was great
ham,set a place for me in your heart and not in your mind as the mind easily forgets but the heart will always remember wish you happy valentines day
spam,123 congratulations  in this weeks competition draw u have won the 1450 prize to claim just call 09050002311 b4280703 tcsstop sms 08718727868 over 18 only 150ppm
spam,hello we need some posh birds and chaps to user trial prods for champneys can i put you down i need your address and dob asap ta r
spam,as a registered optin subscriber ur draw 4 100 gift voucher will be entered on receipt of a correct ans to 80062 whats no1 in the bbc charts
ham,how much did ur hdd casing cost
ham,ill call you evening ill some ideas
ham,i wanted to wish you a happy new year and i wanted to talk to you about some legal advice to do with when gary and i split but in person ill make a trip to ptbo for that i hope everything is good with you babe and i love ya 
ham,haha can but im having dinner with my cousin
ham,hey company elama po mudyadhu
spam,freemsg claim ur 250 sms messagestext ok to 84025 nowuse web2mobile 2 ur mates etc join txt250com for 150pwk tc box139 la32wu 16  remove txtx or stop
ham,have you not finished work yet or something
ham,it certainly puts things into perspective when something like this happens
ham,hows my loverboy doing  what does he do that keeps him from coming to his queen hmmm  doesnt he ache to speak to me  miss me desparately 
spam,block breaker now comes in deluxe format with new features and great graphics from tmobile buy for just 5 by replying get bbdeluxe and take the challenge
ham, came to look at the flat seems ok in his 50s  is away alot wiv work got woman coming at 630 too
spam,i am hot n horny and willing i live local to you  text a reply to hear strt back from me 150p per msg netcollex ltdhelpdesk 02085076972 reply stop to end
ham,i promise to take good care of you princess i have to run now please send pics when you get a chance ttyl
ham,aight do you still want to get money
ham,my slave i want you to take 2 or 3 pictures of yourself today in bright light on your cell phone bright light
ham,no no i will check all rooms befor activities
spam,yes the only place in town to meet exciting adult singles is now in the uk txt chat to 86688 now 150pmsg
ham,thanks for yesterday sir you have been wonderful hope you enjoyed the burial mojibiola
ham,did either of you have any ideas do you know of anyplaces doing something
ham,oh baby of the house how come you dont have any new pictures on facebook
ham,hi msg meim in office
ham,will you like to be spoiled 
ham,feb  ltgt  is i love u day send dis to all ur valued frnds evn me if 3 comes back ull gt married d person u luv if u ignore dis u will lose ur luv 4 evr
ham,u r the most beautiful girl ive ever seen u r my baby come and c me in the common room
ham,itll be tough but ill do what i have to
ham,there is no sense in my foot and penis
ham,come to me slave your doing it again  going into your shell and unconsciously avoiding me  you are making me unhappy 
ham,are you up for the challenge i know i am 
ham,no dahe is stupid daalways sending like thisdon believe any of those messagepandy is a mental
ham,prabhaim sorydarealyfrm heart im sory
ham,sorryin meeting ill call later
ham,say this slowly godi love you amp i need youclean my heart with your bloodsend this to ten special people amp u c miracle tomorrow do itplspls do it
ham,thanks for picking up the trash
ham,hidid you asked to waheeda fathima about leave
spam,double mins  double txt  12 price linerental on latest orange bluetooth mobiles call mobileupd8 for the very latest offers 08000839402 or call2optoutlf56
ham,ps u no ur a grown up now right
ham,usually the body takes care of it buy making sure it doesnt progress can we pls continue this talk on saturday
ham,okay name ur price as long as its legal wen can i pick them up y u ave x ams xx
ham,apart from the one i told you about yesterday
ham,ok lor
ham,as per your request melle melle oru minnaminunginte nurungu vettam has been set as your callertune for all callers press 9 to copy your friends callertune
ham,a swt thought nver get tired of doing little things 4 lovable persons cozsomtimes those little things occupy d biggest part in their hearts gud ni8
ham,all day working dayexcept saturday and sunday
ham,damn poor zac doesnt stand a chance
ham,so your telling me i coulda been your real valentine and i wasnt u never pick me for nothing
ham,watever relation u built up in dis world only thing which remains atlast iz lonlines with lotz n lot memories feeling
ham,hi babe its me thanks for coming even though it didnt go that welli just wanted my bed hope to see you soon love and kisses xxx
ham,thanks love but am i doing torch or bold
spam,you ve won your 4 costa del sol holiday or 5000 await collection call 09050090044 now toclaim sae tc s pobox334 stockport sk38xh cost150pm max10mins
ham,have a good evening ttyl
spam,urgent please call 0906346330 your abta complimentary 4 spanish holiday or 10000 cash await collection sae tcs box 47 po19 2ez 150ppm 18
ham,kkwhen will you give treat
ham,its ok i noe ure busy but im really too bored so i msg u i oso dunno wat colour she choose 4 me one
ham,probably earlier than that if the stations where i think it is
ham,somebody set up a website where you can play hold em using eve online spacebucks
ham,then i buy
ham,otherwise had part time job natuition
ham,im in inperialmusic listening2the weirdest track ever byleafcutter johnsounds like insects being molestedsomeone plumbingremixed by evil men on acid
ham,brainless baby dolld vehicle sariyag drive madoke barolla
ham,sorry ill call you  later i am in meeting sir
ham,then why you not responding
ham,pls send me a comprehensive mail about who im paying when and how much
ham,jus finish bathing
ham,aiyar sorry lor forgot 2 tell u
spam,free for 1st week no1 nokia tone 4 ur mob every week just txt nokia to 87077 get txting and tell ur mates zed pobox 36504 w45wq norm150ptone 16
spam,win urgent your mobile number has been awarded with a 2000 prize guaranteed call 09061790121 from land line claim 3030 valid 12hrs only 150ppm 
ham,no go no openings for that room til after thanksgiving without an upcharge
ham,if you mean the website yes
ham,hey what how about your project started aha da
spam,not heard from u4 a while call 4 rude chat private line 01223585334 to cum wan 2c pics of me gettin shagged then text pix to 8552 2end send stop 8552 sam xxx
spam,buy space invaders 4 a chance 2 win orig arcade game console press 0 for games arcade std wap charge see o2coukgames 4 terms  settings no purchase
ham,its normally hot mail com you see
ham,hi darlin i hope you had a nice night i wish i had come cant wait to see you love fran ps i want dirty anal sex and i want a 10 man gang bang
ham,sorry ill call later
ham,although i told u dat im into baig face watches now but i really like e watch u gave cos its fr u thanx 4 everything dat uve done today im touched
ham,nothing smsing u n xy lor sorry lor da guys neva c u in person but they sort of know u lor so u wan 2 meet them xy ask me 2 bring u along 4 our next meeting
ham,watching tv lor
ham,no its not pride im almost  ltgt  years old and shouldnt be takin money from my kid youre not supposed to have to deal with this stuff this is grownup stuffwhy i dont tell you
ham,do you know where my lab goggles went
ham,watch lor i saw a few swatch one i thk quite ok ard 116 but i need 2nd opinion leh
ham,you didnt hear it from me
ham,they finally came to fix the ceiling
spam,sunshine quiz wkly q win a top sony dvd player if u know which country the algarve is in txt ansr to 82277 150 sptyrone
spam,our dating service has been asked 2 contact u by someone shy call 09058091870 now all will be revealed pobox84 m26 3uz 150p
ham,daddy shu shu is looking 4 u u wan me 2 tell him ure not in singapore or wat
ham,trust me even if isnt there its there
ham,wat time  finish
ham,staff of placement training in amrita college
ham,youre gonna have to be way more specific than that
ham,ill post her out l8r in class
ham,zoe it just hit me 2 im fucking shitin myself il defo try my hardest 2 cum 2morow luv u millions lekdog
spam,do you want a new video phone750 anytime any network mins 150 text for only five pounds per week call 08000776320 now or reply for delivery tomorrow
ham,sat right okay thanks 
spam,you have 1 new message please call 08715205273
ham,hi baby im sat on the bloody bus at the mo and i wont be home until about 730 wanna do somethin later call me later ortxt back jess xx
ham,ok
ham,yup leaving right now be back soon
ham,kyou are the only girl waiting in reception ah
ham,is there coming friday is leave for pongaldo you get any news from your work place
ham,ok help me ask if shes working tmr a not
ham,i dont can you send it to me plus hows mode
ham,hi darlin im on helens fone im gonna b up the princes 2 nite please come up tb love kate
ham,i am in your office na
ham,lol yes but it will add some spice to your day
spam,for sale  arsenal dartboard good condition but no doubles or trebles
ham,carry on not disturbing both of you
ham,ok lar joking wif u oni
ham,actually getting ready to leave the house
ham,honestly ive just made a lovely cup of tea and promptly dropped my keys in it and then burnt my fingers getting them out
ham,madamregret disturbancemight receive a reference check from dlf premaricakindly be informedrgdsrakheshkerala
spam,you have won a nokia 7250i this is what you get when you win our free auction to take part send nokia to 86021 now hgsuite3422lands roww1jhl 16
ham,hello how r u im bored inever thought id get bored with the tv but i am tell me something exciting has happened there anything 
ham,ummmmmaah many many happy returns of d day my dear sweet heart happy birthday dear
ham,no da i am happy that we sit together na
ham,i know you are can you pls open the back
ham,found it enc  ltgt  where you at
ham,aiyah then i wait lor then u entertain me hee
ham,its ok at least armands still around
ham,im fine babes aint been up 2 much tho saw scary movie yest its quite funny want 2mrw afternoon at town or mall or sumthinxx
ham,my drive can only be read i need to write
ham,i don wake since i checked that stuff and saw that its true no available spaces pls call the embassy or send a mail to them
ham,lol great now im getting hungry
spam,great news call freefone 08006344447 to claim your guaranteed 1000 cash or 2000 gift speak to a live operator now
ham,your opinion about me 1 over 2 jada 3 kusruthi 4 lovable 5 silent 6 spl character 7 not matured 8 stylish 9 simple pls reply
spam,did you hear about the new divorce barbie it comes with all of kens stuff
ham,yeah probably here for a while
ham,nope think i will go for it on monday sorry i replied so late
ham,yup izzit still raining heavily cos im in e mrt i cant c outside
ham,you want to go 
ham,cold dont be sad dear
ham,hope youre not having too much fun without me see u tomorrow love jess x
spam,loan for any purpose 500  75000 homeowners  tenants welcome have you been previously refused we can still help call free 0800 1956669 or text back help
ham,wait 2 minstand at bus stop
ham,please dont say like that hi hi hi
spam,dear voucher holder 2 claim your 1st class airport lounge passes when using your holiday voucher call 08704439680 when booking quote 1st class x 2
ham,at 4 lets go to bill millers
ham,aight thatll work thanks
ham,my battery is low babe
ham,good do you think you could send me some pix i would love to see your top and bottom
ham,i jus hope its true that  missin me cos im really missin him you havent done anything to feel guilty about yet
ham,the wine is flowing and im i have nevering
ham,home so we can always chat
ham,fine i miss you very much
ham,u sure u cant take any sick time
ham,ive got it down to a tea not sure which flavour
ham,imagine life without me see how fast u are searching medont worry lm always there to disturb u goodnoon
spam,not heard from u4 a while call 4 rude chat private line 01223585334 to cum wan 2c pics of me gettin shagged then text pix to 8552 2end send stop 8552 sam xxx
ham,alright were hooked up where you guys at
spam,well done your 4 costa del sol holiday or 5000 await collection call 09050090044 now toclaim sae tcs pobox334 stockport sk38xh cost150pm max10mins
ham,i cant pick the phone right now pls send a message
spam,you have an important customer service announcement call freephone 0800 542 0825 now
ham,many more happy returns of the day i wish you happy birthday
spam,free nokia or motorola with upto 12mths 12price linerental 500 free xnet mins100txtmth free btooth call mobileupd8 on 08001950382 or call 2optoutd3wv
ham,i went to project centre
ham,mah b ill pick it up tomorrow
ham,no worries hope photo shoot went well have a spiffing fun at workage 
ham,boo hows things im back at home and a little bored already 
ham,hey tmr maybe can meet you at yck
ham,yesbut they said its it
ham,tiwary to rcbbattle between bang and kochi
ham,cool we will have fun practicing making babies
ham,i didnt get the second half of that message
ham,i dun believe u i thk u told him
ham,ok i vldo u know i got adsense approved
ham,i sent them do you like
spam,ur cashbalance is currently 500 pounds  to maximize ur cashin now send cash to 86688 only 150pmsg cc 08708800282 hgsuite3422lands roww1j6hl
ham,cbe is really good nowadayslot of shop and showroomscity is shaping good
spam,forwarded from 21870000hi  this is your mailbox messaging sms alert you have 40 matches please call back on 09056242159 to retrieve your messages and matches cc100pmin
ham,hello good week fancy a drink or something later
ham,cool breeze bright sun fresh flower twittering birds all these waiting to wish u goodmorning amp have a nice day 
ham,a boy loved a gal he propsd bt she didnt mind he gv lv lttrs bt her frnds threw thm again d boy decided 2 aproach d gal  dt time a truck was speeding towards d gal wn it was about 2 hit d girld boy ran like hell n saved her she asked hw cn u run so fast d boy replied boost is d secret of my energy n instantly d girl shouted our energy n thy lived happily 2gthr drinking boost evrydy moral of d story i hv free msgsd gud ni8
ham,ive sent  my part
ham,waiting 4 my tv show 2 start lor u leh still busy doing ur report
ham,im not sure i was just checking out what was happening around the area
ham,but my family not responding for anything now am in room not went to home for diwali but no one called me and why not coming it makes me feel like died
ham,new theory argument wins d situation but loses the person so dont argue with ur friends just    kick them amp say im always correct
ham,i dont know exactly could you ask chechi
ham,4 tacos  1 rajas burrito right
ham,did he say how fantastic i am by any chance or anything need a bigger life lift as losing the will 2 live do you think i would be the first person 2 die from n v q 
ham,hey darlin i can pick u up at college if u tell me wen  where 2 mt love pete xx
ham,what about this one then
ham,not really dude have no friends im afraid 
ham,simply sitting and watching match in office
ham,you busy or can i come by at some point and figure out what were doing tomorrow
spam,private your 2003 account statement for fone no shows 800 unredeemed s i m points call 08715203656 identifier code 42049 expires 261004
ham,ok but tell me half an hr b4 u come i need 2 prepare
ham,thts gods gift for birds as humans hav some natural gift frm god
ham,me hungry buy some food good lei but mum n yun dun wan juz buy a little bit 
ham,why is that princess i bet the brothas are all chasing you
ham,yes i know the cheesy songs from frosty the snowman 
ham,i need to come home and give you some good lovin
spam,promotion number 8714714  ur awarded a city break and could win a 200 summer shopping spree every wk txt store to 88039  skilgme tscs087147403231winawkage16 150perwksub
ham,super dagood replacement for murali
ham,i remain unconvinced that this isnt an elaborate test of my willpower
ham,i always chat with you in fact i need money can you raise me
ham,can you pls pls send me a mail on all you know about relatives coming to deliver here all you know about costs risks benefits and anything else thanks
ham,haf u eaten wat time u wan me 2 come
ham,hitechnical supportproviding assistance to us customer through call and email
ham,hey tmr meet at bugis 930 
ham,no da  vijay going to talk in jaya tv
spam,thanks for your ringtone order ref number r836 your mobile will be charged 450 should your tone not arrive please call customer services on 09065069154
ham,happy valentines day i know its early but i have hundreds of handsomes and beauties to wish so i thought to finish off aunties and uncles 1st
ham,no need to say anything to me i know i am an outsider
ham,the guy did some bitching but i acted like id be interested in buying something else next week and he gave it to us for free
ham,am surfing online store for offers do you want to buy any thing
ham,am on the uworld site am i buying the qbank only or am i buying it with the self assessment also
ham,even if he my friend he is a priest call him now
ham,youve already got a flaky parent itsnot supposed to be the childs job to support the parentnot until theyre the ride age anyway im supposed to be there to support you and now ive hurt you unintentional but hurt nonetheless
ham,here got lots of hair dresser fr china
ham,do we have any spare power supplies
ham,sorry i flaked last night shits seriously goin down with my roommate what you up to tonight
ham,ok lor sony ericsson salesman i ask shuhui then she say quite gd 2 use so i considering
ham,ill have a look at the frying pan in case its cheap or a book perhaps no thats silly a frying pan isnt likely to be a book
ham,no im in the same boat still here at my moms check me out on yo im half naked
ham,mm yes dear look how i am hugging you both p
ham,i not at home now lei
ham,thats the thing with apes u can fight to the death to keep something but the minute they have it when u let go thats it
ham,ask g or iouri ive told the story like ten times already
ham,u should make a fb list
ham,so are you guys asking that i get that slippers again or its gone with last year
ham,how are you with moneyas in to youmoney aint a thinghow are you sha
ham,friendship is not a game to play it is not a word to say it doesnt start on march and ends on may it is tomorrow yesterday today and e
ham,i think its all still in my car
ham,noi got rumour that you going to buy apartment in chennai
spam,fantasy football is back on your tv go to sky gamestar on sky active and play 250k dream team scoring starts on saturday so register nowsky opt out to 88088
ham,but your brother transfered only  ltgt    ltgt  pa
ham,super msg danalla timing
spam,a 400 xmas reward is waiting for you our computer has randomly picked you from our loyal mobile customers to receive a 400 reward just call 09066380611 
ham,no pic please resend
ham,there is os called ubandu which will run without installing in hard diskyou can use that os to copy the important files in system and give it to repair shop
spam,sunshine hols to claim ur med holiday send a stamped self address envelope to drinks on us uk po box 113 bray wicklow eire quiz starts saturday unsub stop
ham,kthen come wenever u lik to come and also tel vikky to come by getting free time
ham,there are some nice pubs near here or there is frankie n bennys near the warner cinema
ham,ha you dont know either i did a a clever but simple thing with pears the other day perfect for christmas
ham,ok then no need to tell me anything i am going to sleep good night
ham,dunno lei shd b driving lor cos i go sch 1 hr oni
ham,mum ive sent you many many messages since i got here i just want to know that you are actually getting them do enjoy the rest of your day
ham,im glad you are following your dreams
ham,well im gonna finish my bath now have a goodfine night
ham,camera quite good 101mega pixels 3optical and 5digital dooms have a lovely holiday be safe and i hope you hav a good journey happy new year to you both see you in a couple of weeks 
ham,jason says its cool if we pick some up from his place in like an hour
ham,i will spoil you in bed as well 
ham,ok thats great thanx a lot
ham,ohas usual vijay film or its different
ham,yessura in sun tvlol
ham,my birthday is on feb  ltgt  da 
ham,i dont have anybodys number i still havent thought up a tactful way to ask alex
ham,lemme know when youre here
ham,joys father is john then john is the name of joys father mandan
ham,pls give her the food preferably pap very slowly with loads of sugar you can take up to an hour to give it and then some water very very slowly
ham,babe  i miiiiiiissssssssss you  i need you  i crave you    geeee  im so sad without you babe  i love you 
ham,big brothers really scraped the barrel with this shower of social misfits
ham,no callsmessagesmissed calls
ham,ok lor but buy wat
ham,dude im no longer a pisces im an aquarius now
ham,u need my presnts always bcz u cant mis love jeevithathile irulinae neekunna prakasamanu sneham prakasam ennal prabha that mns prabha islove got it dont mis me
ham,morning only i can ok
ham,some friends want me to drive em someplace probably take a while
ham,here is my new address applespairsall that malarky
ham,sorry  in meeting ill call you later
ham,hey u still at the gym
spam,todays vodafone numbers ending with 4882 are selected to a receive a 350 award if your number matches call 09064019014 to receive your 350 award
ham,sorry went to bed early nightnight
ham,hi here have birth at on the  to  at 8lb 7oz mother and baby doing brilliantly
ham,thats cool i am a gentleman and will treat you with dignity and respect
ham,dear all as we know  ltgt th is the  ltgt th birthday of our loving gopalettan we are planning to give a small gift on that day those who like to participate in that you are welcome please contact our admin team for more details
ham,i cant i dont have her number
ham,one of best dialogue in cute reltnship wen i die
ham,im really sorry i wont b able 2 do this fridayhope u can find an alternativehope yr terms going ok
ham,what pa tell me i went to bath
ham,is there any training tomorrow
ham,smile in pleasure smile in pain smile when trouble pours like rain smile when sum1 hurts u smile becoz someone still loves to see u smiling
ham,sir i am waiting for your mail
ham,oh kkwhere did you take test
ham,thanks for loving me so you rock
ham,whore you are unbelievable
ham,k i will sent it again
ham,thanks honey have a great day
ham,do you think i can move  ltgt  in a week
ham,tell them u have a headache and just want to use 1 hour of sick time
ham,taka lor wat time u wan 2 come n look 4 us
spam,u have a secret admirer who is looking 2 make contact with ufind out who they rreveal who thinks ur so specialcall on 09058094565
ham,purity of friendship between two is not about smiling after reading the forwarded messageits about smiling just by seeing the name gud evng
spam,claire here am havin borin time  am now alone u wanna cum over 2nite chat now 09099725823 hope 2 c u luv claire xx calls1minmoremobsemspobox45po139wa
spam,call germany for only 1 pence per minute call from a fixed line via access number 0844 861 85 85 no prepayment direct access
spam,win we have a winner mr t foley won an ipod more exciting prizes soon so keep an eye on ur mobile or visit wwwwin82050couk
ham,see you then were all christmassy here
ham,oh okie lorwe go on sat 
ham,i notice you like looking in the shit mirror youre turning into a right freak
ham,nope i waiting in sch 4 daddy 
ham,got it it looks scrumptious daddy wants to eat you all night long
ham,so what u doing today
ham,glad to see your reply
ham,u can call now
ham,yes i am a one woman man please tell me your likes and dislikes in bed
ham,doing my masters when will you buy a bb cos i have for sale and hows bf
ham,i remet alex nichols from middle school and it turns out hes dealing
ham,wifehow she knew the time of murder exactly
ham,your daily text from me  a favour this time
spam,ur going 2 bahamas callfreefone 08081560665 and speak to a live operator to claim either bahamas cruise of2000 cash 18only to opt out txt x to 07786200117
ham,hi my engagement has been fixd on  ltgt th of next month i know its really shocking bthmm njan vilikkamt ws al of a sudn
spam,8007 25p 4 alfie moons children in need song on ur mob tell ur m8s txt tone charity to 8007 for nokias or poly charity for polys zed 08701417012 profit 2 charity 
ham,thanx but my birthday is over already
spam,urgent your mobile number has been awarded with a 2000 prize guaranteed call 09058094454 from land line claim 3030 valid 12hrs only
ham,and hows your husband
ham,just sleepingand surfing
ham,as in missionary hook up doggy hook up standing
ham,wat time liao where still got
ham,si think he is waste for rr
ham,aight ive been set free think you could text me blakes address it occurs to me im not quite as sure what im doing as i thought i was
ham,enjoy the showers of possessiveness poured on u by ur loved ones bcoz in this world of lies it is a golden gift to be loved truly
ham,yeah i should be able to ill text you when im ready to meet up
ham,ya that one is slow as poo
ham,aight well head out in a few
ham,lol no just trying to make your day a little more interesting
spam,hottest pics straight to your phone see me getting wet and wanting just for you xx text pics to 89555 now txt costs 150p textoperator g696ga 18 xxx
spam,congrats nokia 3650 video camera phone is your call 09066382422 calls cost 150ppm ave call 3mins vary from mobiles 16 close 300603 post bcm4284 ldn wc1n3xx
ham,ugh y cant u just apologize admit u were wrong and ask me to take u back
ham,wen u miss someone
ham,does she usually take fifteen fucking minutes to respond to a yes or no question
ham,ok no prob
ham,omw back to tampa from west palm you hear what happened
ham,er
ham,no probably  ltgt 
spam,you wont believe it but its true its incredible txts reply g now to learn truly amazing things that will blow your mind from o2fwd only 18ptxt
ham,hello lover how goes that new job are you there now are you happy do you think of me i wake my slave and send you a teasing kiss from across the sea
ham,so u wan 2 come for our dinner tonight a not
ham,me too watching surya movie only  after 6 pm vijay movie pokkiri
ham,i got a call from a landline number   i am asked to come to anna nagar    i will go in the afternoon
spam,5p 4 alfie moons children in need song on ur mob tell ur m8s txt tone charity to 8007 for nokias or poly charity for polys zed 08701417012 profit 2 charity
ham, say until like dat i dun buy ericsson oso cannot oredi lar
ham,same as kallis dismissial in 2nd test
ham,i wont do anything de
spam,ever thought about living a good life with a perfect partner just txt back name and age to join the mobile community 100psms
ham,mm that time you dont like fun
ham,i donno if they are scorable
ham,k will do addie amp i are doing some art so ill be here when you get home
ham,so many people seems to be special at first sight but only very few will remain special to you till your last sight maintain them till life ends shjas
ham,are you free nowcan i call now
ham,so how many days since then
ham,and stop wondering wow is she ever going to stop tming me  because i will tm you whenever i want because you are mine  laughs
ham,sounds good keep me posted
ham,i want to be inside you every night
ham,alright ill make sure the car is back tonight
ham,at the funeral home with audrey and dad
ham,im home
ham,pls help me tell sura that im expecting a battery from hont and that if should pls send me a message about how to download movies thanks
ham,what i mean is do they come chase you out when its over or is it stated you can watch as many movies as you want
ham,you are a very very very very bad girl or lady
ham,same as u dun wan y u dun like me already ah wat u doing now still eating
ham,enjoy urself tmr
ham,u meet other fren dun wan meet me ah muz b a guy rite
ham,yetunde im in class can you not run water on it to make it ok pls now
ham,ok
ham,ryder unsoldnow gibbs
ham,wat would u like 4 ur birthday
ham,hello beautiful r u ok ive kinda ad a row wiv and he walked out the pub i wanted a night wiv u miss u 
ham,thk some of em find wtc too far weiyi not goin e rest i dunno yet r ur goin 4 dinner den i might b able to join
ham,my life means a lot to me not because i love my life but because i love the people in my life the world calls them friends i call them my world ge
ham,how is my boy no sweet words left for me this morning  sighs  how goes you day my love  did you start your studying
spam,private your 2003 account statement for shows 800 unredeemed sim points call 08715203685 identifier code4xx26 expires 131004
ham,yo come over carlos will be here soon
ham,when should i come over
ham,i will reach before ten morning
ham,mum ask  to buy food home
ham,do you like shaking your booty on the dance floor
ham,ive told you everything will stop just dont let her get dehydrated
ham,lol oh you got a friend for the dog 
ham,ok   now i am in bus  if i come soon i will come otherwise tomorrow
spam,if you dont your prize will go to another customer tc at wwwtcbiz 18 150pmin polo ltd suite 373 london w1j 6hl please call back if busy
ham,kallis is ready for bat in 2nd innings
ham,dear where you will be when i reach there
ham,sounds gd haha can wah u yan jiu so fast liao
ham,congratulations ore mo owo re wa enjoy it and i wish you many happy moments to and fro wherever you go
ham,at home watching tv lor
ham,and thats fine i got enough bud to last most of the night at least
ham,see the forwarding message for proof
ham,slept i thinkthis time  ltgt  pm is not dangerous
spam,missed call alert these numbers called but left no message 07008009200
ham,i told that am coming on wednesday
ham,whats happening with you have you gotten a job and have you begun registration for permanent residency
ham,no objection my bf not coming
spam,your 2004 account for 07xxxxxxxxx shows 786 unredeemed points to claim call 08719181259 identifier code xxxxx expires 260305
ham,do 1 thing change that sentence into because i want 2 concentrate in my educational career im leaving here
ham,dear i am not denying your words please
ham,we are at grandmas oh dear u still ill i felt shit this morning but i think i am just hungover another night then we leave on sat
ham,kkwhen are you going
ham,you at mu you should try to figure out how much money everyone has for gas and alcohol jay and i are trying to figure out our weed budget
ham,why must we sit around and wait for summer days to celebrate such a magical sight when the worlds dressed in white oooooh let there be snow
ham,going to take your babe out 
ham,im in office now dawhere are you
ham,haha yup hopefully  we will lose a few kg by mon after hip hop can go orchard and weigh again
ham,k come to nordstrom when youre done
ham,i emailed yifeng my part oredi can  get it fr him
ham,how are you enjoying this semester take care brother
ham,ok i asked for money how far
ham,god picked up a flower and dippeditinadew lovingly touched itwhichturnedinto u and the he gifted tomeandsaidthis friend is 4u
ham,those were my exact intentions
ham,kindly send some one to our flat before  ltdecimalgt  today
spam,from 88066 lost 12 help
ham,dont forget though that i love you  and i walk beside you watching over you and keeping your heart warm
ham,forgot you were working today wanna chat but things are ok so drop me a text when youre free  bored etc and ill ring hope all is well nose essay and all xx
ham,how do you plan to manage that
spam,got what it takes 2 take part in the wrc rally in oz u can with lucozade energy text rally le to 61200 25p see packs or lucozadecoukwrc  itcould be u
ham,i think u have the wrong number
ham,well im computerless time to make some oreo truffles
ham,housemaid is the murderer coz the man was murdered on  ltgt th january as public holiday all govtinstituitions are closedincluding post officeunderstand
spam,urgent please call 09061213237 from a landline 5000 cash or a 4 holiday await collection t cs sae po box 177 m227xy 16
ham,ambrithmaduraimet u in arun dha marrgeremembr
ham,ok
ham,will do have a good day
ham,ha ha cool cool chikku chikkudb
ham,happy new year my dear brother i really do miss you just got your number and decided to send you this text wishing you only happiness abiola
ham,just forced myself to eat a slice im really not hungry tho this sucks mark is getting worried he knows im sick when i turn down pizza lol
ham,just sent again do you scream and moan in bed princess
ham,to day class is there are no class
ham,yeah its jus rite
spam,dear voucher holder to claim this weeks offer at you pc please go to httpwwwetlpcoukreward tscs apply
spam,double mins and txts 4 6months free bluetooth on orange available on sony nokia motorola phones call mobileupd8 on 08000839402 or call2optoutn9dx
spam,urgent ur awarded a complimentary trip to eurodisinc trav acoentry41 or 1000 to claim txt dis to 87121 186150morefrmmob shracomorsglsuplt10 ls1 3aj
ham,lol  no just was busy
spam,jamster to get your free wallpaper text heart to 88888 now tc apply 16 only need help call 08701213186
ham,feel like trying kadeem again v
spam,free entry into our 250 weekly comp just send the word enter to 84128 now 18 tc wwwtextcompcom cust care 08712405020
ham,does uncle timi help in clearing cars
ham,thanks chikku gud nyt
ham,goodmorning today i am late for  ltgt min
ham,that sucks so what do you got planned for your yo valentine i am your yo valentine arent i
ham,ok that would b lovely if u r sure think about wot u want to do drinkin dancin eatin cinema in out about up to u wot about  
spam,had your mobile 11mths  update for free to oranges latest colour camera mobiles  unlimited weekend calls call mobile upd8 on freefone 08000839402 or 2stoptx
ham,i dont know oh hopefully this month
ham,if i get there before you after your ten billion calls and texts so help me god
ham,when u wana see it then
ham,ok c u then
spam,you are a winner you have been specially selected to receive 1000 cash or a 2000 award speak to a live operator to claim call 087147123779am7pm cost 10p
ham,okay good no problem and thanx
ham,so check your errors and if you had difficulties do correction
spam,okmail dear dave this is your final notice to collect your 4 tenerife holiday or 5000 cash award call 09061743806 from landline tcs sae box326 cw25wx 150ppm
ham,sorry chikku my cell got some problem thts y i was nt able to reply u or msg u
ham,probably a couple hours tops
ham,meet you in corporation st outside gap  you can see how my mind is working
ham,sorry man my accounts dry or i would if you want we could trade back half or i could buy some shit with my credit card
ham,ok can
ham,its  only 140 ard rest all ard 180 at leastwhich is  price 4  2 bedrm 900
ham,should i send you naughty pix 
spam,december only had your mobile 11mths you are entitled to update to the latest colour camera mobile for free call the mobile update co free on 08002986906 
ham,wat time  wan today
spam,loan for any purpose 500  75000 homeowners  tenants welcome have you been previously refused we can still help call free 0800 1956669 or text back help
ham,yeah go on then bored and depressed sittin waitin for phone to ring hope the wind drops though scary
ham,argh why the fuck is nobody in town 
ham,like  ltgt  same question
ham,lol alright i was thinkin that too haha
ham,therere some people by mu im at the table by lambda
